id,gpa,gre,college_prep,major_applied,num_ext_act,num_ap_passed,essay_score,num_letter_rec,fasfa_status,admission
406,3.36,305,Yes,Life Sciences,4,5,3,2,Completed,Accepted
407,3.93,283,Yes,Social Sciences,3,2,9,2,In Progress,Accepted
408,3.63,285,No,Communications,2,1,6,3,Completed,Accepted
409,2.61,279,No,Business,5,1,7,2,Completed,Accepted
410,3.8,291,Yes,Communications,1,2,5,3,Completed,Accepted
411,2.52,307,No,Life Sciences,5,8,9,1,In Progress,Accepted
412,3.17,308,Yes,Engineering,5,7,3,1,In Progress,Accepted
413,2.6,318,Yes,Business,5,2,8,2,In Progress,Accepted
414,2.67,336,No,History,3,5,5,3,Completed,Accepted
415,3.84,311,Yes,Communications,5,0,9,1,Not Started,Accepted
416,3.36,313,Yes,Business,2,4,3,3,Completed,Accepted
417,3.78,319,Yes,Social Sciences,1,0,4,2,Completed,Accepted
418,3.85,279,Yes,Life Sciences,4,2,10,2,Completed,Accepted
419,3.78,326,Yes,Social Sciences,5,2,5,1,In Progress,Accepted
420,3.72,305,Yes,Life Sciences,1,3,4,2,In Progress,Accepted
421,3.31,284,Yes,Life Sciences,2,6,5,3,Completed,Accepted
422,3.38,270,No,Business,5,0,8,2,Completed,Rejected
423,3.14,292,Yes,Social Sciences,0,4,5,3,Completed,Rejected
424,2.63,304,No,Business,1,3,3,2,In Progress,Accepted
425,3.19,287,Yes,Arts,5,6,9,1,In Progress,Accepted
426,3.32,286,Yes,Information Systems,4,4,4,3,In Progress,Accepted
427,3.69,290,Yes,Life Sciences,5,4,9,2,Completed,Accepted
428,2.5,336,No,Business,4,6,9,2,In Progress,Rejected
429,3.94,294,Yes,Information Systems,0,7,9,2,In Progress,Rejected
430,2.94,315,Yes,Life Sciences,5,4,4,2,Completed,Accepted
431,3.75,328,Yes,Social Sciences,2,5,4,2,Completed,Accepted
432,3.7,306,Yes,History,0,7,10,3,Completed,Rejected
433,3.64,306,Yes,Life Sciences,2,6,4,2,In Progress,Accepted
434,2.59,286,Yes,Social Sciences,4,4,5,1,In Progress,Accepted
435,3.17,280,Yes,Life Sciences,3,1,7,3,In Progress,Accepted
436,2.64,299,Yes,Information Systems,1,0,6,2,Not Started,Accepted
437,3.79,303,Yes,Social Sciences,0,7,3,2,Completed,Accepted
438,3.8,276,Yes,Social Sciences,0,8,6,3,Completed,Rejected
439,3.15,305,Yes,Engineering,4,5,4,1,Completed,Rejected
440,3.29,301,Yes,Social Sciences,0,3,6,3,Completed,Accepted
441,2.77,293,Yes,Business,0,3,8,3,Completed,Accepted
442,2.66,310,Yes,Social Sciences,3,2,5,3,In Progress,Accepted
443,2.79,286,Yes,Communications,3,3,9,3,In Progress,Rejected
444,3.07,323,No,Life Sciences,2,0,6,2,In Progress,Accepted
445,3.57,312,Yes,History,4,1,6,2,Completed,Accepted
446,3.79,309,Yes,Business,3,5,10,1,In Progress,Accepted
447,3.15,295,Yes,History,4,7,8,2,Completed,Accepted
448,3.05,298,Yes,Engineering,1,8,7,2,Completed,Accepted
449,3.08,304,Yes,Life Sciences,1,6,10,2,In Progress,Accepted
450,3.62,291,Yes,Social Sciences,3,0,3,1,Completed,Rejected
451,3.14,295,No,Social Sciences,1,2,3,1,In Progress,Rejected
452,2.9,285,Yes,Language,2,1,3,1,Completed,Accepted
453,2.96,285,Yes,History,3,1,4,3,Completed,Rejected
454,2.62,335,Yes,Life Sciences,1,8,4,2,Completed,Accepted
455,3.07,288,Yes,Social Sciences,3,2,8,3,In Progress,Accepted
456,2.66,308,No,Language,5,0,3,3,Not Started,Rejected
457,3.16,301,Yes,Business,1,8,5,2,Completed,Accepted
458,3.15,300,Yes,Social Sciences,4,2,5,2,Completed,Accepted
459,2.68,302,Yes,History,2,4,8,2,Completed,Rejected
460,3.18,302,Yes,Social Sciences,1,2,10,2,Completed,Rejected
461,3.3,318,Yes,Social Sciences,0,1,9,2,Completed,Accepted
462,2.7,311,Yes,Social Sciences,4,6,8,1,In Progress,Rejected
463,3.47,323,Yes,Social Sciences,4,6,10,1,In Progress,Accepted
464,3.27,321,No,Social Sciences,5,3,6,2,Completed,Rejected
465,2.58,305,No,History,1,6,5,3,Not Started,Accepted
466,2.99,301,Yes,Business,4,4,3,2,Completed,Accepted
467,3.41,277,Yes,Business,4,5,7,2,Not Started,Rejected
468,3.25,296,Yes,Social Sciences,1,0,8,3,Not Started,Accepted
469,2.93,288,Yes,History,3,6,9,2,Completed,Accepted
470,3.04,314,Yes,Life Sciences,0,8,3,3,In Progress,Rejected
471,3.94,288,Yes,Information Systems,1,1,9,2,Completed,Accepted
472,3.29,277,Yes,Business,1,2,10,2,Completed,Accepted
473,3.05,298,Yes,Communications,5,6,4,3,In Progress,Accepted
474,3.68,302,Yes,Social Sciences,2,7,6,3,In Progress,Accepted
475,2.9,295,Yes,Engineering,5,3,9,3,Completed,Rejected
476,3.73,294,No,Life Sciences,0,1,9,1,In Progress,Accepted
477,3.66,313,Yes,Social Sciences,0,5,8,3,In Progress,Accepted
478,3.49,311,Yes,Engineering,1,8,10,3,Completed,Rejected
479,3.44,304,Yes,Social Sciences,5,0,5,3,Completed,Accepted
480,3.11,300,No,Business,4,6,5,3,In Progress,Accepted
481,3.63,296,Yes,Communications,0,4,7,3,Completed,Accepted
482,3.04,318,Yes,Social Sciences,0,8,8,3,Completed,Accepted
483,3.63,277,Yes,Information Systems,4,6,5,3,Not Started,Accepted
484,2.65,298,Yes,Business,3,5,3,1,Completed,Rejected
485,3.83,267,Yes,Information Systems,0,0,9,1,Completed,Accepted
486,3.49,296,Yes,Information Systems,5,1,6,2,In Progress,Accepted
487,2.52,325,Yes,Social Sciences,0,1,4,1,In Progress,Accepted
488,3.65,275,Yes,Social Sciences,2,2,9,1,In Progress,Accepted
489,2.77,320,Yes,Engineering,5,4,6,3,Completed,Rejected
490,2.69,290,Yes,Business,2,0,5,1,Not Started,Accepted
491,3.79,312,Yes,Social Sciences,0,5,3,1,In Progress,Accepted
492,2.82,306,Yes,Social Sciences,1,5,5,1,Completed,Accepted
493,2.7,311,Yes,Information Systems,3,5,4,1,Completed,Accepted
494,3.34,339,Yes,Social Sciences,1,0,9,2,In Progress,Rejected
495,2.58,291,Yes,History,3,4,5,1,In Progress,Accepted
496,2.87,300,Yes,Social Sciences,3,0,4,2,Completed,Accepted
497,3.63,298,Yes,Information Systems,2,7,7,1,Completed,Accepted
498,3.9,284,Yes,Social Sciences,0,2,10,1,Not Started,Accepted
499,3.06,301,Yes,Business,0,3,10,2,Completed,Rejected
500,3.46,291,Yes,Social Sciences,0,4,5,2,In Progress,Accepted
501,3.21,308,Yes,Business,3,4,3,3,Completed,Rejected
502,3.92,277,Yes,Life Sciences,5,3,9,3,In Progress,Accepted
503,3.65,276,Yes,History,3,2,3,3,Completed,Rejected
504,2.63,311,Yes,Social Sciences,4,4,3,1,Completed,Accepted
505,3.8,305,No,History,2,3,3,3,Completed,Accepted
506,3.3,323,Yes,Business,4,5,7,2,Not Started,Rejected
507,3.02,266,Yes,Life Sciences,1,5,6,3,In Progress,Rejected
508,2.98,294,Yes,History,2,1,4,2,In Progress,Accepted
509,3.08,296,Yes,Language,2,4,7,1,Completed,Accepted
510,3.9,279,No,Business,2,4,7,2,In Progress,Accepted
511,2.77,289,Yes,Social Sciences,4,6,7,2,Completed,Accepted
512,2.58,300,Yes,Social Sciences,2,7,5,2,Not Started,Accepted
513,3.05,297,Yes,Life Sciences,5,7,9,2,Completed,Accepted
514,3.95,288,Yes,Social Sciences,1,5,6,3,Completed,Accepted
515,3.32,269,Yes,Information Systems,5,5,5,3,Completed,Rejected
516,3.22,317,Yes,History,0,3,3,3,Completed,Accepted
517,3.4,303,Yes,Business,5,0,5,1,In Progress,Accepted
518,3.83,324,Yes,History,1,2,4,2,Completed,Accepted
519,3.59,298,Yes,Information Systems,3,0,5,3,Completed,Rejected
520,3.1,297,Yes,Life Sciences,2,7,8,2,In Progress,Accepted
521,2.69,298,Yes,Communications,3,2,9,1,Completed,Accepted
522,2.79,305,Yes,Business,0,4,7,1,Completed,Rejected
523,3.49,320,Yes,Business,5,3,10,1,Completed,Rejected
524,3.46,318,Yes,Business,4,4,9,2,Completed,Accepted
525,3.61,315,Yes,Language,5,7,9,3,Completed,Rejected
526,2.76,294,Yes,Social Sciences,4,2,4,2,Not Started,Accepted
527,3.95,290,Yes,Life Sciences,0,0,8,3,In Progress,Accepted
528,2.66,290,Yes,Business,3,8,5,3,In Progress,Accepted
529,3.1,301,Yes,Life Sciences,4,6,9,1,Completed,Accepted
530,3.92,307,Yes,Life Sciences,4,0,6,3,Completed,Accepted
531,3.31,305,Yes,Communications,5,0,3,3,In Progress,Accepted
532,2.63,321,Yes,Business,4,0,9,1,Completed,Rejected
533,3.31,311,Yes,Business,4,7,7,3,Completed,Accepted
534,3.04,296,No,History,4,2,6,2,Completed,Accepted
535,3.3,303,Yes,Engineering,4,6,4,1,In Progress,Accepted
536,3.73,276,Yes,History,1,6,9,1,Completed,Accepted
537,3.82,311,Yes,Social Sciences,1,8,8,3,In Progress,Rejected
538,3.86,294,Yes,Communications,2,3,4,3,In Progress,Rejected
539,2.93,299,No,Language,2,4,6,3,Not Started,Accepted
540,2.88,301,Yes,Social Sciences,2,6,5,3,In Progress,Accepted
541,3.39,323,Yes,Life Sciences,5,7,8,2,Completed,Accepted
542,2.71,303,Yes,Life Sciences,0,6,9,2,Completed,Accepted
543,3.22,289,Yes,Social Sciences,4,0,5,2,Completed,Accepted
544,3.85,291,Yes,Life Sciences,3,7,9,3,Completed,Accepted
545,3.6,322,Yes,Communications,0,3,10,1,Not Started,Accepted
546,3.98,298,Yes,Life Sciences,5,3,8,2,Completed,Accepted
547,2.94,309,Yes,Language,0,8,10,1,In Progress,Rejected
548,2.78,284,Yes,Social Sciences,4,0,7,3,Completed,Accepted
549,2.88,285,Yes,Business,1,3,10,3,Completed,Accepted
550,3.11,289,Yes,Language,2,2,3,3,Not Started,Accepted
551,3.7,302,Yes,Business,3,5,4,1,In Progress,Accepted
552,3.45,312,Yes,Social Sciences,5,4,7,3,Completed,Accepted
553,3.05,314,Yes,Communications,5,7,7,1,Completed,Accepted
554,2.9,284,Yes,Business,3,2,5,2,In Progress,Accepted
555,2.82,298,Yes,Social Sciences,5,8,7,3,Completed,Accepted
556,3.03,293,Yes,Life Sciences,5,7,6,1,Completed,Accepted
557,3.02,301,Yes,Business,0,0,6,2,Completed,Accepted
558,2.57,311,Yes,Business,1,3,3,2,Completed,Rejected
559,2.92,300,Yes,Life Sciences,3,6,8,1,Completed,Accepted
560,3.57,285,No,Life Sciences,5,3,5,1,In Progress,Rejected
561,2.68,287,Yes,Communications,4,0,5,3,In Progress,Accepted
562,3.02,308,Yes,Life Sciences,2,3,8,3,Completed,Rejected
563,2.63,303,No,Social Sciences,3,5,6,2,Completed,Accepted
564,2.75,300,Yes,Communications,2,7,4,2,Not Started,Accepted
565,3.39,304,Yes,Social Sciences,0,8,5,3,In Progress,Accepted
566,3.44,312,Yes,Communications,3,2,6,1,Completed,Rejected
567,3.56,312,Yes,Engineering,2,0,7,3,Completed,Rejected
568,2.86,317,Yes,Information Systems,4,5,6,3,Completed,Accepted
569,3.33,310,Yes,Business,1,8,3,2,Completed,Accepted
570,3.78,288,Yes,Information Systems,4,5,9,3,In Progress,Accepted
571,3.35,307,Yes,History,1,7,7,3,In Progress,Accepted
572,2.68,303,Yes,Life Sciences,3,8,6,1,Completed,Accepted
573,3.08,292,No,Social Sciences,2,4,10,3,Completed,Accepted
574,3.16,308,Yes,Business,2,7,8,2,In Progress,Accepted
575,3.23,332,Yes,Business,0,8,5,2,In Progress,Accepted
576,3.87,346,Yes,Engineering,3,6,6,3,In Progress,Rejected
577,3.86,287,Yes,Life Sciences,5,0,9,1,Completed,Accepted
578,2.56,306,Yes,Engineering,3,1,9,3,In Progress,Accepted
579,2.91,253,No,Social Sciences,3,3,9,1,In Progress,Rejected
580,3.59,292,Yes,Information Systems,1,8,6,3,In Progress,Accepted
581,2.85,301,Yes,Business,1,7,3,2,Completed,Accepted
582,2.51,312,Yes,History,4,7,6,1,Completed,Accepted
583,2.54,283,Yes,History,4,4,9,3,Completed,Accepted
584,3.75,305,No,Social Sciences,1,8,4,3,In Progress,Rejected
585,3.54,290,Yes,Social Sciences,1,8,8,2,Not Started,Accepted
586,3.81,299,Yes,Business,1,7,7,1,In Progress,Rejected
587,2.74,299,Yes,Social Sciences,5,6,7,3,Completed,Accepted
588,3.78,297,Yes,Language,1,7,5,1,Completed,Accepted
589,3.26,280,Yes,Business,2,4,7,1,In Progress,Accepted
590,3.38,307,Yes,Language,0,3,3,3,In Progress,Accepted
591,2.61,313,Yes,Social Sciences,1,4,7,1,Completed,Accepted
592,3.94,299,Yes,Business,1,1,9,1,Completed,Accepted
593,2.77,312,Yes,Arts,0,3,4,3,Completed,Rejected
594,3.16,296,Yes,Information Systems,2,1,7,1,Not Started,Accepted
595,2.55,315,Yes,Social Sciences,0,8,7,2,In Progress,Accepted
596,2.97,305,Yes,History,3,4,7,2,In Progress,Accepted
597,2.97,313,Yes,Social Sciences,2,2,7,3,Not Started,Rejected
598,3.93,302,Yes,Information Systems,5,8,8,3,Completed,Rejected
599,2.9,288,Yes,Business,2,0,7,2,Completed,Accepted
600,3.64,297,Yes,Information Systems,2,7,7,1,Completed,Rejected
601,3.36,267,Yes,Business,0,0,4,1,Completed,Accepted
602,3.94,279,No,Information Systems,4,8,10,1,In Progress,Rejected
603,3.29,293,Yes,Social Sciences,2,3,10,2,In Progress,Accepted
604,3.8,291,Yes,Language,5,2,8,2,Completed,Accepted
605,3.98,281,Yes,History,1,2,9,1,In Progress,Rejected
606,2.86,298,Yes,Business,4,4,4,2,In Progress,Accepted
607,3.96,304,Yes,Information Systems,1,2,8,3,In Progress,Rejected
608,3.16,314,Yes,Social Sciences,3,0,7,3,Completed,Accepted
609,3.3,275,Yes,Engineering,2,5,10,2,Completed,Rejected
610,3.98,300,Yes,Communications,5,2,8,1,Completed,Rejected
611,3.51,270,Yes,Language,5,7,10,3,Completed,Accepted
612,3.76,282,Yes,Social Sciences,5,8,10,3,In Progress,Accepted
613,3.58,300,Yes,Communications,2,3,5,2,Not Started,Accepted
614,3.51,309,Yes,Information Systems,0,7,6,2,Completed,Rejected
615,3.49,328,No,Social Sciences,4,0,8,1,Completed,Rejected
616,3.71,325,Yes,Business,0,1,6,3,Completed,Accepted
617,3.2,314,Yes,Business,3,8,6,3,Completed,Accepted
618,3.18,306,Yes,Social Sciences,2,8,9,1,In Progress,Rejected
619,2.59,294,Yes,Arts,2,8,3,2,Completed,Accepted
620,2.71,326,Yes,Social Sciences,1,6,5,3,Completed,Accepted
621,3.28,295,Yes,Arts,5,5,7,1,Completed,Accepted
622,3.53,333,Yes,Life Sciences,4,1,7,3,Completed,Accepted
623,3.78,302,Yes,Business,3,2,10,2,Completed,Accepted
624,3.97,298,Yes,Business,4,1,4,3,In Progress,Rejected
625,2.88,292,Yes,Social Sciences,5,3,9,3,In Progress,Rejected
626,2.51,290,Yes,Business,3,0,9,1,In Progress,Rejected
627,2.83,316,Yes,Arts,0,3,4,1,In Progress,Rejected
628,2.79,285,Yes,History,0,4,7,3,Completed,Accepted
629,2.62,296,No,Business,5,3,3,2,In Progress,Rejected
630,3.42,292,Yes,Social Sciences,5,2,8,3,In Progress,Rejected
631,3.0,294,Yes,History,5,8,5,3,In Progress,Accepted
632,3.79,319,Yes,Engineering,2,8,9,2,Completed,Rejected
633,2.54,305,Yes,Business,0,8,7,1,Completed,Rejected
634,2.75,323,Yes,Communications,5,6,8,1,Completed,Accepted
635,2.5,303,Yes,Social Sciences,2,4,9,2,Not Started,Accepted
636,3.34,294,Yes,Business,0,8,5,2,In Progress,Accepted
637,3.24,271,Yes,Social Sciences,3,0,8,1,In Progress,Rejected
638,3.48,301,Yes,Language,2,2,4,3,In Progress,Accepted
639,3.01,291,Yes,Communications,5,1,4,3,Not Started,Accepted
640,3.61,353,Yes,Information Systems,0,4,8,3,In Progress,Rejected
641,3.51,280,Yes,Communications,1,3,5,2,Completed,Rejected
642,3.62,317,Yes,Communications,3,8,9,2,Completed,Rejected
643,3.63,307,Yes,Life Sciences,4,2,6,2,Completed,Accepted
644,3.32,288,Yes,Life Sciences,0,6,9,2,Completed,Accepted
645,3.11,278,Yes,Social Sciences,1,1,3,2,In Progress,Accepted
646,3.58,273,Yes,Language,3,8,5,2,Not Started,Accepted
647,2.8,288,Yes,Business,1,6,10,1,Completed,Accepted
648,3.74,300,Yes,Language,4,3,8,2,Not Started,Accepted
649,3.39,288,Yes,Information Systems,1,5,10,3,Not Started,Accepted
650,2.93,312,No,Engineering,2,8,3,3,In Progress,Rejected
651,3.55,322,Yes,Social Sciences,0,8,9,3,In Progress,Accepted
652,2.61,287,Yes,Social Sciences,3,7,4,3,Completed,Accepted
653,3.95,309,Yes,History,2,0,3,3,In Progress,Rejected
654,3.93,311,Yes,Business,1,1,10,1,In Progress,Accepted
655,2.5,294,Yes,Information Systems,5,5,3,1,In Progress,Accepted
656,3.42,303,Yes,Business,5,2,10,1,In Progress,Rejected
657,2.81,296,Yes,Social Sciences,1,7,8,3,Completed,Rejected
658,3.04,304,Yes,Social Sciences,3,0,4,1,Completed,Rejected
659,3.72,301,Yes,Engineering,3,1,8,3,Completed,Rejected
660,2.74,316,Yes,Business,5,3,10,2,Completed,Accepted
661,2.83,316,No,Business,4,0,7,2,Not Started,Accepted
662,3.97,327,Yes,Business,5,7,5,1,Completed,Accepted
663,3.96,254,Yes,Communications,0,3,9,1,In Progress,Accepted
664,3.29,317,Yes,Business,5,3,10,3,Completed,Rejected
665,3.34,297,Yes,History,4,6,4,2,In Progress,Rejected
666,3.77,300,Yes,Language,0,1,4,3,Completed,Accepted
667,3.54,327,Yes,Social Sciences,0,8,7,1,Completed,Rejected
668,3.64,299,Yes,Communications,4,6,9,1,In Progress,Rejected
669,2.63,295,No,Business,2,4,4,3,Completed,Accepted
670,2.81,268,Yes,Business,5,5,9,3,Completed,Accepted
671,3.4,303,No,History,3,8,4,1,In Progress,Accepted
672,3.67,302,Yes,Information Systems,4,0,7,2,In Progress,Accepted
673,3.13,290,Yes,Engineering,5,1,3,3,In Progress,Rejected
674,3.08,301,Yes,Information Systems,3,6,10,1,Not Started,Accepted
675,2.65,301,Yes,Language,4,7,9,3,Completed,Accepted
676,3.24,299,Yes,Business,2,5,3,2,Completed,Accepted
677,2.52,282,Yes,Business,1,4,5,3,Completed,Accepted
678,2.91,289,Yes,Social Sciences,1,2,9,3,Completed,Accepted
679,3.95,276,Yes,Information Systems,2,6,6,1,In Progress,Rejected
680,3.83,310,No,Life Sciences,0,6,3,1,In Progress,Accepted
681,3.13,297,Yes,Arts,1,1,8,3,Not Started,Accepted
682,2.75,290,Yes,Engineering,4,7,10,2,Completed,Accepted
683,3.07,308,Yes,Communications,3,2,7,3,In Progress,Rejected
684,3.44,304,Yes,Communications,5,0,9,3,Completed,Rejected
685,3.88,301,Yes,Information Systems,3,0,4,3,In Progress,Accepted
686,2.94,297,Yes,Social Sciences,0,6,7,3,Completed,Rejected
687,2.81,304,Yes,Engineering,0,7,7,1,In Progress,Accepted
688,2.98,301,Yes,Social Sciences,4,1,5,2,Completed,Accepted
689,2.99,287,Yes,History,5,7,8,1,Completed,Rejected
690,3.55,291,Yes,Life Sciences,4,3,7,1,In Progress,Rejected
691,3.63,321,Yes,Information Systems,3,8,8,3,In Progress,Accepted
692,3.46,310,Yes,Information Systems,3,3,8,2,Completed,Accepted
693,3.76,307,No,Communications,0,5,9,2,In Progress,Rejected
694,3.78,297,Yes,Life Sciences,0,3,3,2,In Progress,Rejected
695,3.89,288,Yes,Social Sciences,1,5,5,2,Completed,Accepted
696,3.22,313,No,Communications,4,0,9,1,Completed,Accepted
697,3.42,301,Yes,Information Systems,5,1,7,3,Completed,Accepted
698,3.17,293,Yes,Life Sciences,5,5,8,2,Completed,Accepted
699,3.38,274,Yes,History,1,4,3,1,Completed,Accepted
700,3.29,300,Yes,Business,4,1,7,3,Completed,Accepted
701,3.53,312,Yes,Business,2,7,10,2,Completed,Accepted
702,3.12,294,Yes,Social Sciences,0,1,4,3,Completed,Accepted
703,2.88,296,Yes,Information Systems,2,1,9,1,Not Started,Accepted
704,3.69,292,Yes,Social Sciences,0,4,5,2,In Progress,Accepted
705,3.88,292,Yes,Life Sciences,1,6,6,1,Completed,Rejected
706,3.48,306,Yes,Life Sciences,4,0,9,2,In Progress,Accepted
707,2.93,284,Yes,Arts,1,6,9,1,In Progress,Rejected
708,2.99,281,Yes,Life Sciences,4,6,7,1,In Progress,Accepted
709,2.82,313,Yes,Communications,5,5,9,1,In Progress,Rejected
710,2.7,298,Yes,History,5,5,9,2,Not Started,Accepted
711,2.84,328,Yes,Business,2,1,4,2,Completed,Accepted
712,3.77,298,Yes,Communications,4,1,5,3,Completed,Accepted
713,3.23,300,Yes,Life Sciences,2,2,9,2,Completed,Accepted
714,2.81,287,Yes,History,2,0,8,2,In Progress,Rejected
715,3.75,308,Yes,Communications,3,8,6,1,Completed,Accepted
716,3.79,285,Yes,Business,5,1,10,3,In Progress,Rejected
717,3.4,313,Yes,Arts,0,6,9,3,Completed,Accepted
718,3.32,304,Yes,Information Systems,0,5,10,1,In Progress,Rejected
719,3.86,283,Yes,Social Sciences,4,1,7,3,Completed,Accepted
720,3.82,296,Yes,Communications,0,2,9,1,In Progress,Rejected
721,3.52,327,Yes,Life Sciences,4,8,4,2,In Progress,Accepted
722,2.63,298,Yes,Business,4,2,4,2,Completed,Accepted
723,2.76,297,Yes,Information Systems,3,5,8,1,Completed,Accepted
724,2.75,320,No,Business,5,1,5,1,In Progress,Accepted
725,3.1,308,Yes,Social Sciences,0,3,3,1,In Progress,Accepted
726,2.6,300,Yes,History,1,6,5,2,In Progress,Rejected
727,3.8,302,Yes,Social Sciences,5,3,5,3,Completed,Accepted
728,3.4,293,Yes,Language,1,5,4,3,In Progress,Accepted
729,3.03,306,Yes,Communications,4,2,8,1,In Progress,Accepted
730,3.88,300,Yes,Social Sciences,1,2,3,3,Completed,Rejected
731,3.45,292,Yes,Life Sciences,5,1,9,1,Not Started,Rejected
732,2.84,298,Yes,Business,4,4,9,2,Completed,Accepted
733,2.84,290,Yes,Information Systems,0,3,10,1,Completed,Accepted
734,3.67,325,Yes,Language,2,0,9,3,In Progress,Accepted
735,2.7,276,Yes,Business,5,4,8,1,Completed,Accepted
736,2.65,274,Yes,Business,2,1,3,1,Completed,Accepted
737,2.73,327,Yes,Communications,3,6,6,1,In Progress,Accepted
738,3.99,324,Yes,Social Sciences,1,8,7,2,Completed,Accepted
739,3.17,302,Yes,Information Systems,4,8,5,3,In Progress,Accepted
740,3.04,288,Yes,Engineering,5,8,7,2,Completed,Rejected
741,2.91,303,Yes,Social Sciences,2,6,3,1,In Progress,Accepted
742,3.84,274,Yes,Business,4,2,4,2,In Progress,Accepted
743,3.88,299,Yes,Life Sciences,2,5,6,2,Completed,Rejected
744,3.34,297,Yes,Social Sciences,4,8,8,3,In Progress,Accepted
745,3.92,314,No,History,4,7,3,1,In Progress,Accepted
746,3.94,287,Yes,Communications,3,2,9,3,In Progress,Accepted
747,2.5,264,No,Social Sciences,3,4,10,3,Completed,Accepted
748,3.71,304,No,Communications,4,0,3,3,In Progress,Accepted
749,2.63,309,No,Life Sciences,3,5,3,1,In Progress,Accepted
750,2.79,313,Yes,Information Systems,1,2,10,1,Completed,Rejected
751,2.88,292,Yes,Social Sciences,0,7,5,1,Completed,Accepted
752,3.78,290,Yes,Information Systems,5,0,3,2,Completed,Rejected
753,2.53,314,No,Business,1,3,8,1,In Progress,Accepted
754,3.96,290,No,Social Sciences,0,7,4,2,In Progress,Accepted
755,3.76,296,Yes,Life Sciences,4,4,3,3,Completed,Accepted
756,2.95,314,Yes,History,5,3,9,3,Not Started,Rejected
757,2.64,305,Yes,Arts,4,4,5,3,In Progress,Accepted
758,3.87,292,Yes,Social Sciences,5,5,10,1,Completed,Accepted
759,3.29,306,Yes,Communications,3,7,5,2,Completed,Rejected
760,3.42,308,Yes,Communications,2,5,8,3,In Progress,Accepted
761,3.69,303,Yes,Business,2,3,10,3,In Progress,Accepted
762,3.72,322,Yes,Life Sciences,1,3,9,2,In Progress,Accepted
763,2.82,320,Yes,Communications,3,1,5,1,Not Started,Rejected
764,3.26,303,Yes,Life Sciences,2,6,4,3,Completed,Rejected
765,3.58,296,Yes,Social Sciences,5,0,3,1,In Progress,Rejected
766,2.77,300,Yes,Communications,3,8,10,1,Completed,Accepted
767,2.69,295,No,Social Sciences,1,5,9,3,Completed,Accepted
768,3.3,300,Yes,Communications,5,7,7,2,In Progress,Rejected
769,3.8,296,Yes,Social Sciences,0,6,3,1,Not Started,Accepted
770,3.74,295,Yes,Social Sciences,2,6,10,2,Completed,Accepted
771,2.72,308,Yes,Arts,2,6,5,1,In Progress,Rejected
772,2.77,272,Yes,History,3,1,8,1,In Progress,Accepted
773,2.62,311,No,Business,4,5,10,1,Not Started,Accepted
774,2.89,281,Yes,Life Sciences,0,3,4,1,Not Started,Rejected
775,3.29,295,Yes,Social Sciences,0,8,7,3,In Progress,Accepted
776,2.67,290,Yes,History,4,7,7,3,In Progress,Accepted
777,3.93,303,Yes,Social Sciences,0,1,6,3,In Progress,Accepted
778,3.96,301,Yes,Social Sciences,0,4,10,1,Completed,Rejected
