id,gender,age,annual_income,spending_score,perf_shop_meth,member_level
681,Female,38,70218.34,80,BOPS,none
682,Male,28,59066.41,91,BOPS,none
683,Male,79,42930.35,69,InStore,gold
684,Male,31,30916.69,48,Online,silver
685,Genderqueer,71,72532.3,68,InStore,none
686,Polygender,78,55669.63,36,InStore,none
687,Male,30,41394.52,38,InStore,silver
688,Female,19,19862.31,91,Online,platinum
689,Male,28,67087.49,91,Online,none
690,Agender,57,62559.05,90,InStore,none
691,Female,73,70669.47,68,InStore,none
692,Male,21,66414.45,59,Online,none
693,Female,22,47727.66,91,InStore,none
694,Male,26,87128.62,67,InStore,platinum
695,Female,35,41048.98,46,Online,none
696,Male,45,78145.74,66,Online,platinum
697,Male,20,51960.81,90,InStore,none
698,Female,73,34547,57,InStore,none
699,Female,77,49250.1,92,InStore,gold
700,Male,72,38548.92,87,InStore,gold
701,Female,50,52396.77,60,Online,none
702,Female,60,39555.65,67,Online,none
703,Female,26,55015.67,43,InStore,none
704,Male,67,41007.65,74,InStore,silver
705,Male,19,71361.12,38,Online,none
706,Male,22,67629.49,62,InStore,silver
707,Female,21,53481.24,43,Online,silver
708,Agender,60,67043.31,72,Online,none
709,Female,33,41363.12,82,InStore,silver
710,Genderfluid,78,70119.73,56,InStore,silver
711,Male,57,52654.92,56,InStore,silver
712,Female,76,69825,90,InStore,none
713,Female,36,50698.2,53,Online,none
714,Female,81,66954.82,46,InStore,none
715,Agender,79,71278.29,48,Online,gold
716,Female,39,94343.31,42,Online,gold
717,Male,70,45012.98,47,Online,silver
718,Female,55,43455.04,76,Online,none
719,Male,73,51585.68,37,InStore,none
720,Non-binary,46,36792.89,37,Online,silver
721,Polygender,75,76130.83,81,InStore,none
722,Male,65,101130.1,66,Online,silver
723,Female,52,76572.96,78,InStore,none
724,Male,25,80537.15,72,InStore,none
725,Female,22,13543.84,68,InStore,silver
726,Genderfluid,68,43639.6,57,InStore,none
727,Female,77,57305.07,88,InStore,none
728,Female,71,24000.1,35,InStore,none
729,Male,71,5633.47,68,Online,none
730,Male,58,58531.13,56,Online,gold
731,Male,49,22232.15,35,InStore,none
732,Female,47,66099.33,40,Online,none
733,Genderqueer,44,90485.11,70,InStore,none
734,Female,75,88150.93,64,Online,gold
735,Female,54,62262.51,51,Online,silver
736,Female,19,65072.84,63,InStore,silver
737,Male,27,29347.5,88,InStore,none
738,Female,38,66882.65,83,InStore,none
739,Male,33,36197.62,55,Online,silver
740,Genderqueer,48,62184.79,83,BOPS,gold
741,Male,21,58207.46,68,InStore,silver
742,Female,52,39736.22,64,BOPS,silver
743,Male,44,47079.73,75,InStore,silver
744,Female,74,56023.32,72,Online,none
745,Female,38,61908.77,65,InStore,gold
746,Male,39,31516.43,87,InStore,none
747,Female,54,51762.2,41,Online,silver
748,Male,73,32414.94,42,InStore,gold
749,Female,51,48878.15,74,InStore,none
750,Male,61,90063.07,91,InStore,none
751,Female,55,50622.87,89,Online,none
752,Male,23,30785.35,71,InStore,silver
753,Female,51,18799.93,73,InStore,none
754,Male,51,37480.66,79,Online,silver
755,Female,53,74901.33,44,Online,none
756,Male,43,7860.76,48,InStore,gold
757,Male,63,80450.76,56,Online,silver
758,Female,61,44679.68,77,InStore,none
759,Female,83,67039.43,59,InStore,silver
760,Genderqueer,49,62952.95,46,Online,none
761,Male,49,40767.32,38,Online,silver
762,Female,42,40567.94,49,InStore,none
763,Female,35,75926.21,68,InStore,none
764,Female,83,63518.3,92,Online,none
765,Female,54,33623.32,85,Online,none
766,Female,68,109806.07,78,BOPS,gold
767,Female,62,65483.27,54,InStore,silver
768,Female,50,68861.51,38,InStore,none
769,Female,28,-10129.99,65,Online,silver
770,Male,19,19219.08,65,InStore,none
771,Male,66,29101.32,89,InStore,none
772,Agender,54,30269.48,68,Online,gold
773,Female,23,54850.96,72,InStore,none
774,Male,19,65484.26,58,InStore,silver
775,Male,26,79438.66,55,InStore,none
776,Female,75,47900.17,54,Online,none
777,Male,33,34961.46,94,InStore,gold
778,Male,19,33192.75,93,Online,gold
779,Female,57,26121.04,51,InStore,none
780,Female,57,52450.73,69,InStore,none
781,Male,18,52048.68,41,Online,silver
782,Female,74,66512.49,67,InStore,gold
783,Female,53,51853.23,49,InStore,none
784,Male,23,43170.4,74,InStore,none
785,Male,50,19355.87,71,Online,none
786,Male,54,64630.92,91,InStore,none
787,Female,52,13736.26,68,InStore,none
788,Agender,25,13411.54,61,InStore,gold
789,Male,52,70771.6,80,InStore,none
790,Female,78,71967.11,65,InStore,none
791,Female,64,85133.46,38,InStore,none
792,Male,67,30994.33,60,Online,silver
793,Male,50,45096.26,75,InStore,none
794,Female,55,84282.63,90,Online,silver
795,Female,64,49234.57,92,BOPS,silver
796,Male,51,67358.25,46,InStore,silver
797,Female,54,79333.18,81,InStore,silver
798,Male,19,63271,81,Online,gold
799,Male,76,45740.96,65,InStore,silver
800,Female,25,76963,36,InStore,none
801,Female,38,52451.22,74,Online,none
802,Male,24,93517.04,50,Online,silver
803,Female,57,62733.72,61,Online,none
804,Female,61,40236.58,39,Online,none
805,Male,54,91271.96,63,Online,platinum
806,Male,60,54771,59,InStore,gold
807,Male,27,39805.69,94,Online,none
808,Female,47,63320.53,45,Online,silver
809,Male,82,73255.29,63,InStore,silver
810,Male,56,75643.74,76,InStore,none
811,Female,19,74299.93,88,InStore,platinum
812,Female,40,53434.6,75,Online,none
813,Female,26,69293.46,39,InStore,none
814,Male,57,69320.81,52,InStore,none
815,Male,71,55385.88,94,InStore,none
816,Female,54,94427.39,47,BOPS,none
817,Female,19,66485.8,77,InStore,none
818,Male,53,49697.23,45,Online,silver
819,Female,45,11293.47,62,Online,none
820,Male,23,48329.96,60,InStore,none
821,Male,42,37375.39,67,InStore,none
822,Female,48,25264.84,63,InStore,silver
823,Female,78,115064.94,85,Online,none
824,Male,44,22310.92,42,InStore,none
825,Genderqueer,73,56808.98,59,Online,none
826,Female,74,41795.89,82,InStore,none
827,Female,32,49082.86,86,BOPS,gold
828,Female,55,35519.46,60,InStore,none
829,Male,19,21476.2,59,InStore,none
830,Male,45,74639.34,91,InStore,silver
831,Male,43,50664.51,83,BOPS,silver
832,Female,21,91963.64,39,Online,silver
833,Male,55,93208.39,49,InStore,silver
834,Male,63,51563.18,94,InStore,gold
835,Female,46,84866.34,92,InStore,silver
836,Male,37,34063.14,63,Online,none
837,Male,82,49599.51,50,InStore,gold
838,Female,54,87854.82,50,InStore,gold
839,Male,31,-12465.67,39,InStore,gold
840,Male,43,11852.25,51,InStore,none
841,Male,34,61339.2,58,InStore,none
842,Bigender,60,63312.42,52,InStore,none
843,Female,81,77663.8,87,Online,platinum
844,Female,77,67808.03,88,Online,silver
845,Female,73,59500.58,83,InStore,silver
846,Female,23,-4547.18,80,InStore,none
847,Male,40,77873.81,59,InStore,silver
848,Female,65,45641.2,53,Online,none
849,Non-binary,68,89240.81,43,InStore,silver
850,Male,69,51614.59,90,InStore,none
851,Male,30,21826.85,57,InStore,none
852,Female,30,74525.78,42,Online,platinum
853,Male,62,51955.14,75,InStore,none
854,Male,60,35029.33,56,InStore,none
855,Non-binary,50,64826.22,62,Online,silver
856,Female,63,68047.46,72,InStore,none
857,Male,37,62813.32,69,InStore,none
858,Female,23,40976.42,70,Online,none
859,Female,64,28986.58,36,InStore,silver
860,Male,38,81346.86,53,BOPS,none
861,Polygender,47,93941.5,45,Online,none
862,Female,40,19895.78,47,InStore,none
863,Female,68,71651.84,85,Online,silver
864,Female,42,83545.45,73,InStore,none
865,Male,50,16066.26,67,InStore,platinum
866,Male,54,19596.52,77,InStore,platinum
867,Polygender,23,101438.56,49,InStore,none
868,Male,22,39406.43,41,InStore,none
869,Female,63,56775.04,90,Online,silver
870,Non-binary,69,101123.37,59,Online,none
871,Female,29,29535.69,93,InStore,none
872,Male,32,40883.94,43,Online,silver
873,Female,67,73407.63,73,InStore,silver
874,Male,34,73610.66,84,Online,none
875,Male,72,89032.03,71,Online,none
876,Female,60,-5167.97,82,InStore,none
877,Female,34,73249.14,46,Online,none
878,Female,59,49915.35,50,InStore,silver
879,Male,55,18108.08,56,Online,none
880,Genderfluid,79,37284.54,41,InStore,gold
881,Female,34,57966.93,73,Online,none
882,Male,53,29743.48,77,Online,gold
883,Male,22,53598.37,36,InStore,none
884,Female,69,36940.84,41,Online,none
885,Female,71,87636.32,58,InStore,none
886,Female,49,82125.75,92,Online,none
887,Female,67,59385.83,71,InStore,platinum
888,Female,34,16671.19,39,Online,none
889,Female,42,32812.16,67,InStore,silver
890,Female,32,56958.38,58,Online,gold
891,Male,35,61333.4,92,InStore,silver
892,Female,50,17822.75,57,InStore,gold
893,Female,22,61714.64,65,InStore,silver
894,Male,34,71102.8,53,InStore,gold
895,Male,47,25178.2,83,InStore,none
896,Polygender,77,70364.4,80,InStore,silver
897,Male,25,40230.11,83,InStore,none
898,Male,80,44145.51,91,Online,none
899,Male,20,64854.88,51,BOPS,silver
900,Bigender,48,43865.98,76,InStore,silver
901,Male,18,46543.73,85,InStore,platinum
902,Female,47,36943.6,72,Online,gold
903,Male,53,72581.48,79,Online,silver
904,Male,36,83744.67,65,InStore,none
905,Male,47,40441.72,92,Online,none
906,Female,82,19027.33,43,BOPS,none
907,Female,46,45536.8,90,Online,gold
908,Female,59,86950.98,82,Online,silver
909,Male,46,66725.05,53,InStore,none
910,Male,76,47647.17,54,InStore,gold
911,Female,27,39842.2,51,Online,none
912,Polygender,27,83931.91,73,InStore,silver
913,Male,56,26323.21,69,InStore,silver
914,Female,43,44461.29,49,InStore,none
915,Male,79,67148.06,70,InStore,none
916,Non-binary,26,77016.27,36,BOPS,none
917,Female,79,79952.04,62,InStore,none
918,Female,80,62155.88,93,InStore,silver
919,Female,48,70651.19,49,Online,none
920,Male,61,93787.25,94,InStore,none
921,Male,61,16991.56,74,InStore,silver
922,Male,22,66923,88,Online,none
923,Female,32,36200.27,43,Online,none
924,Male,77,61971.69,68,Online,none
925,Male,67,52660.53,66,Online,none
926,Agender,74,11666.44,59,Online,silver
927,Male,70,60384.63,57,Online,silver
928,Female,49,37967.89,67,InStore,platinum
929,Male,83,78499.92,88,InStore,none
930,Female,69,39293.82,42,InStore,gold
931,Male,44,71598.82,71,InStore,silver
932,Female,19,58873.16,55,BOPS,silver
933,Female,40,56492.07,53,InStore,none
934,Female,42,85538.29,56,Online,gold
935,Female,26,30290.57,74,InStore,silver
936,Agender,74,86940.77,77,InStore,none
937,Female,81,18776.23,45,Online,none
938,Female,50,67118.28,41,Online,silver
939,Female,31,64900.46,73,InStore,none
940,Female,43,48331.51,40,Online,none
941,Female,28,79182.61,70,InStore,none
942,Male,52,47757,49,InStore,none
943,Female,38,48645.62,69,InStore,silver
944,Female,57,86218.45,88,InStore,none
945,Female,60,56787.94,46,InStore,none
946,Bigender,38,26709.4,62,InStore,silver
947,Female,36,29283.68,82,InStore,gold
948,Agender,67,40078.73,66,InStore,none
949,Female,62,35658.79,64,InStore,none
950,Female,38,63797.28,68,InStore,none
951,Male,31,51824.53,72,InStore,none
952,Female,74,72087.91,48,InStore,silver
953,Male,57,76090.66,55,Online,none
954,Male,43,33972.1,82,InStore,platinum
955,Female,73,-294.78,50,InStore,none
956,Male,83,42502.47,36,InStore,silver
957,Male,29,64951.04,46,InStore,none
958,Male,45,10575.42,62,InStore,none
959,Male,69,80847.76,37,InStore,none
960,Male,71,39589,90,Online,silver
961,Male,51,30692.89,81,InStore,silver
962,Agender,27,64727.9,43,Online,silver
963,Male,44,30336.73,86,InStore,none
964,Male,79,12876.14,94,InStore,none
965,Male,58,2908.83,93,InStore,none
966,Male,77,65196.1,90,Online,none
967,Female,26,72682.65,35,InStore,none
968,Genderqueer,50,38898.17,94,InStore,silver
969,Female,22,28716.61,79,InStore,none
970,Female,52,78280.72,45,InStore,gold
971,Female,54,69969.07,39,InStore,none
972,Female,65,28638.96,71,Online,silver
973,Female,20,59509.86,61,Online,silver
974,Male,53,49230.23,69,InStore,none
975,Female,55,36337.8,45,InStore,silver
976,Female,80,44015,38,Online,silver
977,Female,31,57794.12,35,Online,none
978,Female,79,33755.16,91,BOPS,silver
979,Female,83,111740.64,93,InStore,silver
980,Agender,38,85136.98,61,InStore,gold
981,Male,19,72664.91,92,BOPS,none
982,Female,57,76950.01,63,InStore,gold
983,Male,21,32649.09,63,InStore,none
984,Male,80,16927.46,72,BOPS,gold
985,Female,33,94652.37,57,InStore,none
986,Female,76,71305.37,41,InStore,silver
987,Male,21,42072.49,91,InStore,none
988,Male,40,57595.21,77,Online,silver
989,Male,32,40442.8,90,Online,none
990,Female,51,55746.83,50,InStore,none
991,Female,27,21188.36,84,InStore,none
992,Female,59,81777.57,93,Online,silver
993,Male,49,57243.17,68,InStore,silver
994,Male,56,18379.05,72,Online,silver
995,Female,49,69679.83,80,InStore,silver
996,Male,49,56576,52,BOPS,none
997,Female,60,29947.79,84,Online,none
998,Male,77,65854.13,42,InStore,silver
999,Female,63,49124.3,65,Online,none
1000,Male,48,66141.33,64,Online,none
1001,Female,80,74806,76,Online,none
1002,Female,46,11309.48,63,InStore,platinum
1003,Male,73,-28291.62,36,InStore,none
1004,Bigender,36,63418.48,44,InStore,platinum
1005,Female,28,1950.21,60,Online,silver
1006,Polygender,21,50881.31,54,InStore,none
1007,Male,46,40578.3,84,InStore,silver
1008,Male,60,77624.13,69,InStore,silver
1009,Female,29,38500.8,58,Online,none
1010,Female,60,7498.75,84,InStore,none
1011,Female,48,64952.33,73,Online,none
1012,Agender,48,79165.91,88,InStore,silver
1013,Female,42,35831.44,60,Online,silver
1014,Agender,23,69188.72,93,InStore,none
1015,Male,59,25128.85,41,InStore,none
1016,Male,18,25346.63,35,Online,none
1017,Female,66,47190.37,61,InStore,gold
1018,Female,79,46375.96,79,Online,none
1019,Female,34,-7626.16,69,InStore,gold
1020,Genderfluid,29,93919,43,InStore,none
1021,Male,51,52897.2,52,InStore,silver
1022,Male,55,32204.17,65,Online,silver
1023,Genderqueer,73,56211.15,74,Online,gold
1024,Female,20,90790.81,69,InStore,none
1025,Male,81,65662.22,67,InStore,none
1026,Female,55,76229,88,InStore,none
1027,Male,24,39955.13,35,Online,gold
1028,Male,20,44921.68,93,Online,gold
1029,Male,42,28444.92,81,InStore,silver
1030,Non-binary,20,50726.1,47,InStore,platinum
1031,Male,79,76526.59,81,InStore,none
1032,Female,32,39935,54,Online,silver
1033,Female,48,81452.25,45,InStore,silver
1034,Male,67,38130.49,67,InStore,none
1035,Female,30,97332.79,58,InStore,gold
1036,Female,66,20537.25,51,Online,none
1037,Agender,78,58821.72,38,InStore,none
1038,Polygender,58,69931.5,84,Online,silver
1039,Female,67,62629.41,46,InStore,gold
1040,Female,24,71590.98,61,InStore,silver
1041,Male,27,89896.66,37,BOPS,none
1042,Male,28,112141.14,76,InStore,silver
1043,Female,56,40867.08,77,InStore,none
1044,Female,61,31550.81,39,Online,none
1045,Male,23,40485.41,40,InStore,none
1046,Male,62,102527.47,67,Online,none
1047,Female,74,19189.1,49,Online,none
1048,Male,75,109808.57,71,Online,none
1049,Female,34,49501.66,38,InStore,silver
1050,Female,23,35294.67,88,InStore,silver
1051,Female,81,57939.6,37,InStore,none
1052,Female,76,56022.05,41,InStore,none
1053,Bigender,77,68503.69,44,Online,none
1054,Male,82,65460.93,62,InStore,none
1055,Male,44,24865.9,61,Online,none
1056,Male,66,34998.52,74,Online,none
1057,Male,55,73769.34,68,InStore,none
1058,Male,27,41246.69,51,InStore,silver
1059,Genderfluid,34,25924.07,42,Online,silver
1060,Male,22,45763.77,94,InStore,gold
1061,Male,55,118703.56,87,Online,none
1062,Male,29,73813.84,42,BOPS,silver
1063,Male,39,72840.9,37,InStore,silver
1064,Female,73,96621.38,74,Online,silver
1065,Female,38,55919.39,46,InStore,none
1066,Male,72,96152.61,88,InStore,gold
1067,Female,39,41504.12,74,InStore,silver
1068,Male,40,49263.82,61,Online,gold
1069,Female,64,66625.12,84,InStore,none
1070,Male,35,59909.57,58,InStore,gold
1071,Female,30,68952.27,92,InStore,gold
1072,Male,24,28219.99,59,Online,gold
1073,Genderqueer,28,49225.3,71,InStore,none
1074,Female,82,93394.2,48,InStore,none
1075,Female,35,60039.47,36,InStore,gold
1076,Male,72,37896.07,89,Online,silver
1077,Bigender,42,35953.61,93,InStore,none
1078,Male,57,74763.02,87,InStore,none
1079,Female,39,98051.31,83,Online,none
1080,Genderfluid,78,47842.04,48,InStore,none
1081,Male,22,60446.33,84,Online,none
1082,Male,32,37354.49,35,Online,none
1083,Female,82,73987.37,52,InStore,gold
1084,Male,55,41840.66,83,InStore,silver
1085,Male,50,84769.99,41,Online,none
1086,Male,46,42341.56,85,Online,silver
1087,Female,50,70929.68,54,InStore,silver
1088,Male,45,78239.4,62,InStore,silver
1089,Female,54,7096.08,43,InStore,silver
1090,Male,30,74586.49,40,InStore,silver
1091,Male,35,49118.24,55,InStore,none
1092,Male,43,38582.08,44,InStore,silver
1093,Female,29,44074.63,66,InStore,silver
1094,Female,22,59186.68,83,InStore,none
1095,Female,56,45899.56,76,Online,none
1096,Agender,53,59631.98,73,Online,none
1097,Male,30,49031.6,81,InStore,none
1098,Polygender,34,18380.77,43,Online,silver
1099,Agender,55,75261.35,75,BOPS,silver
1100,Female,72,34904.64,83,InStore,gold
1101,Genderfluid,77,11107.72,81,InStore,silver
1102,Female,77,36183.59,74,Online,silver
1103,Female,26,88474.89,57,InStore,gold
1104,Male,50,58604.75,64,Online,none
1105,Female,41,36542.34,57,Online,silver
1106,Male,23,48919.47,38,Online,none
1107,Male,22,114996.6,73,Online,none
1108,Female,54,27058.78,78,BOPS,none
1109,Female,25,44254.31,93,Online,platinum
1110,Male,28,57714.67,54,InStore,none
1111,Female,83,53885.74,66,Online,silver
1112,Female,24,34286.62,82,Online,gold
1113,Male,51,55215.26,92,InStore,none
1114,Female,64,81485.73,73,InStore,gold
1115,Male,47,63036.56,40,InStore,silver
1116,Female,48,44892.76,73,InStore,none
1117,Female,63,41610.25,89,InStore,none
1118,Male,60,64068.41,46,Online,none
1119,Male,73,35868.54,62,InStore,none
1120,Male,69,42735.63,43,Online,gold
1121,Male,69,26596.13,82,InStore,none
1122,Male,71,66005.99,81,InStore,silver
1123,Female,49,74715.22,40,Online,silver
1124,Female,19,23364.81,79,InStore,silver
1125,Female,69,61127.67,52,Online,gold
1126,Female,48,31650.39,57,Online,silver
1127,Genderfluid,50,51590.59,74,InStore,none
1128,Female,65,60214.47,36,InStore,silver
1129,Male,54,18615.17,92,InStore,platinum
1130,Male,72,49416.39,56,InStore,silver
1131,Female,72,85992.67,39,Online,platinum
1132,Female,31,51604.4,36,InStore,gold
1133,Male,47,47275.46,77,Online,none
1134,Male,28,52806.48,65,Online,none
1135,Male,52,98324.7,87,InStore,gold
